76	                0.000222	305.2750549    8        0 
77	                0.000397136	314.6729736    8        0 
78	                0.000888	314.4368591    8        0 
79	                0.003712	306.4683533    8        0 
80	                0.000454	305.7041016    8        0 
81	                0.000397136	314.6194458    8        0 
82	                0.000397136	314.4200439    8        0 
83	                0.001056	312.8782349    8        0 
84	                0.001428	309.8382874    8        0 
85	                0.000672	309.8640137    8        0 
86	                0.000094	309.4241333    8        0 
87	                0.002488	310.0056458    8        0 
88	                0.000646	309.5982056    8        0 
89	                0.002954	306.8793945    8        0 
90	                0.00407	        306.2397156    8        0 
91	                0.002092	306.2956848    8        0 
92	                0.000118	305.3790588    8        0 
93	                0.005184	304.2568054    8        0 
94	                0.00057	        305.4689026    8        0 
95	                0.001624	305.3860474    8        0 
96	                0.007918	305.04776      8        0 
97	                0.003192	306.3117371    8        0 
98	                0.000397136	314.5696411    8        0 
99	                0.000397136	314.4197388    8        0 
100	                0.000397136	313.978363     8        0 
101	                0.002574	311.4607849    8        0 
102	                0.001244	310.8651123    8        0 
103	                0.000536	310.7798767    8        0 
104	                0.001164	309.7618408    8        0 
105	                0.00064	        312.3912964    8        0 
106	                0.002962	306.3762817    8        0 
107	                0.000538	306.6015015    8        0 
108	                0.002446	308.0358887    8        0 
109	                0.000154	309.5041199    8        0 
110	                0.00014	        310.1071777    8        0 
111	                0.000397136	310.0347595    8        0 
112	                0.0001	        308.8554382    8        0 
113	                0.001058	309.0762939    8        0 
114	                0.000326	308.3813477    8        0 
115	                0.000916	304.4189453    8        0 
116	                0.000397136	314.4863892    8        0 
117	                0.000397136	311.4587097    8        0 
118	                0.000397136	308.6701355    8        0 
120	                0.000642	308.2772522    8        0 
121	                0.000748	304.7996216    8        0 
123	                0.0003	        304.8244934    8        0 
124	                0.0005	        305.2002869    8        0 
125	                0.000238	304.2232056    8        0 
126	                0.001086	304.3121948    8        0 
127	                0.000397136	304.1310425    8        0 
128	                0.000034	305.2055664    8        0 
129	                0.000397136	304.7710571    8        0 
130	                0.00148	        304.783783     8        0 
131	                0.000992	304.0005493    8        0 
132	                0.000397136	304.7909241    8        0 
133	                0.000406	304.3932495    8        0 
134	                0.000397136	304.8339539    8        0 
135	                0.000397136	305.0527039    8        0 
136	                0.000448	305.3207397    8        0 
137	                0.000336	305.1065979    8        0 
138	                0.000406	304.5992737    8        0 
139	                0.00024	        304.1148376    8        0 
141	                0.000374	305.1599426    8        0 
142	                0.000622	305.4579163    8        0 
143	                0.000238	305.7058411    8        0 
144	                0.000534	306            8        0 
145	                0.001768	306            8        0 
146	                0.00042	        305.5363464    8        0 
147	                0.00011	        305.7563171    8        0 
148	                0.000322	306            8        0 
149	                0.000958	305.7837219    8        0 
150	                0.000108	305.7259521    8        0 
151	                0.000088	305.2420349    8        0 
152	                0.000074	305.5640869    8        0 
153	                0.00069	        306            8        0 
154	                0.000468	306.0064392    8        0 
155	                0.000602	304.8170166    8        0 
156	                0.000397136	307.2802124    8        0 
157	                0.00001	        305.7424622    8        0 
158	                0.000397136	304.7188416    8        0 
159	                0.000284	304.0543213    8        0 
160	                0.00126	        304            8        0 
161	                0.00086	        305.8562622    8        0 
162	                0.000397136	305.349884     8        0 
163	                0.000452	304.4343872    8        0 
164	                0.00018	        304.2065125    8        0 
165	                0.000397136	304.3867493    8        0 
166	                0.000364	303.8110962    8        0 
167	                0.000028	304.4182434    8        0 
168	                0.000348	303.8719788    8        0 
169	                0.000196	304.504425     8        0 
170	                0.00043	        303.771637     8        0 
171	                0.000048	304.4066162    8        0 
172	                0.000397136	304.1007996    8        0 
173	                0.000434	303.4371948    8        0 
174	                0.000346	303.3840332    8        0 
175	                0.000548	303.037323     8        0 
176	                0.000438	302.0424194    8        0 
177	                0.000086	302.0521851    8        0 
178	                0.000052	302.103241     8        0 
179	                0.000278	301.2845459    8        0 
180	                0.000397136	302.1272278    8        0 
181	                0.00007	        302.1931763    8        0 
182	                0.000208	301.6506042    8        0 
183	                0.000504	302.159668     8        0 
184	                0.00019	        302.2137146    8        0 
185	                0.000122	302.1019897    8        0 
186	                0.00026	        302.3784485    8        0 
187	                0.000312	302.2738647    8        0 
188	                0.000104	302.3642578    8        0 
189	                0.000278	302.4399109    8        0 
190	                0.000034	302.5257263    8        0 
191	                0.000312	302.5612488    8        0 
192	                0.00033	        302.6910095    8        0 
193	                0.000208	302.5896301    8        0 
194	                0.000348	302.511261     8        0 
195	                0.000244	302.4281006    8        0 
196	                0.000397136	308.1321411    8        0         
197	                0.000397136	308.366333     8        0 
198	                0.000397136	308.3234253    8        0 
199	                0.000868	308.6885986    8        0 
200	                0.000944	304.5922546    8        0 
201	                0.000724	304.3267212    8        0 
202	                0.0001	        305.0339966    8        0 
203	                0.002156	305.169281     8        0 
204	                0.000036	304.8334656    8        0 
205	                0.00031	        304.9714355    8        0 
206	                0.000397136	305.2427979    8        0 
207	                0.00003	        305.3153992    8        0 
208	                0.00004	        305.3375244    8        0 
209	                0.000156	308.0465393    8        0 
210	                0.000514	307.1051025    8        0 
211	                0.000278	305.9049988    8        0 
212	                0.000058	306            8        0 
213	                0.00064	        306.2843628    8        0 
214	                0.0006	        305.888092     8        0         
215	                0.00207	        305.593689     8        0 
216	                0.000642	305.8299255    8        0 
217	                0.000464	308.1378479    8        0 
218	                0.000178	309            8        0 
219	                0.00093	        308.5222778    8        0 
220	                0.000402	308.9417114    8        0 
221	                0.00046	        307.3364868    8        0 
222	                0.000397136	307.2695007    8        0 
223	                0.001112	305.6183167    8        0 
224	                0.001288	305.4940796    8        0 
225	                0.000966	304.0956116    8        0 
226	                0.003566	304            8        0 
227	                0.000348	304.966217     8        0 
228	                0.000397136	303.1968994    8        0 
229	                0.000018	304.7336121    8        0 
230	                0.000397136	304.7462769    8        0 
231	                0.001152	304.6203003    8        0 
232	                0.000598	304.1549072    8        0 
233	                0.000558	305.5688477    8        0 
234	                0.000496	305.948822     8        0 
235	                0.000136	305.5150146    8        0 
236	                0.000452	306.7710266    8        0 
237	                0.001142	307.9370117    8        0 
238	                0.00028	        308            8        0 
239	                0.000152	308.9545288    8        0 
240	                0.00015	        307.6555176    8        0 
241	                0.002742	306.1713562    8        0 
242	                0.000397136	306            8        0         
243	                0.00016	        305.8170471    8        0 
244	                0.000604	305.5774231    8        0 
245	                0.000452	305.2432251    8        0 
246	                0.00079	        306.3125       8        0 
247	                0.000116	306.1673279    8        0 
248	                0.000052	305.6062012    8        0 
249	                0.002718	303.2098389    8        0 
250	                0.000138	304.9776306    8        0 
251	                0.000684	304.7542725    8        0 
252	                0.00008	        304.8252563    8        0 
253	                0.000394	304.1876526    8        0 
254	                0.00029	        303.9891357    8        0 
255	                0.000397136	303.8301697    8        0 
256	                0.00016	        303.665802     8        0 
257	                0.00094	        303.4528809    8        0 
258	                0.000396	303            8        0 
259	                0.00101	        303.9178772    8        0 
260	                0.000397136	307.5420227    8        0 
261	                0.000397136	308.3996277    8        0 
262	                0.000397136	308.4478455    8        0 
263	                0.000288	308.4766846    8        0 
264	                0.000102	308.1279297    8        0 
265	                0.000397136	307.9481201    8        0 
266	                0.000397136	307.5345764    8        0 
267	                0.001086	306.131958     8        0 
268	                0.000397136	306            8        0 
269	                0.000128	307.4901123    8        0 
270	                0.002126	305.8634644    8        0 
271	                0.001136	305.6655884    8        0 
272	                0.000252	307.2192078    8        0 
273	                0.000796	306.5139771    8        0 
274	                0.000397136	305.683136     8        0 
275	                0.000336	305.5874634    8        0 
276	                0.00007	        306.498291     8        0 
277	                0.00086	        306.3294983    8        0 
278	                0.000397136	305.6172791    8        0 
279	                0.000397136	306.7388916    8        0 
280	                0.001326	304.4418335    8        0 
281	                0.001376	303.1463928    8        0 
282	                0.002538	304.026062     8        0 
283	                0.00004	        304.4112244    8        0 
284	                0.000396	303.9411621    8        0 
285	                0.000194	305.3237305    8        0 
286	                0.000397136	305.4265442    8        0 
287	                0.000616	304.6193237    8        0 
119	                0.000397136	308.5420837    8        0 
42	                0.000838	307.6499329    8        0 
140	                0.000397136	304.8101807    8        0 
1961	                0.000198	308.3671265    8        0 
292	                0.000397136	313.9826355    8        0 
293	                0.000706	310.0361633    8        0 
294	                0.000397136	304.4018555    8        0 
785	                0	        310.0241699    8        0 
859	                0	        304            8        0 
862	                0	        301.9316406    8        0 
1                       0               327.2050       0        0;

#Pipe's parameters: start node, end node, length, maximum velocity

param: arcs:                             L                vmax:=
3                             4                                  56.6330        0 
4                             5                                 107.3803        0 
4                             6                                 129.2431        0 
6                             7                                 142.1919        0 
6                             8                                  13.9362        0 
8                             9                                  45.0489        0 
8                             10                                 37.1405        0 
10                            11                                 71.6289        0 
11                            12                                 52.4439        0 
12                            13                                 41.8671        0 
13                            14                                 32.7945        0 
14                            15                                 40.0083        0 
15                            16                                 25.0296        0 
16                            10                                 26.8311        0 
16                            17                                 93.1571        0 
12                            18                                208.3499        0 
18                            19                                 39.8378        0 
19                            20                                 56.8490        0 
20                            13                                148.0511        0 
14                            21                                 66.3562        0 
21                            22                                 79.2607        0 
21                            23                                 49.4181        0 
23                            24                                 47.3651        0 
24                            20                                 80.8301        0 
24                            25                                 56.2211        0 
25                            26                                 25.6195        0 
8                             27                                256.3747        0 
27                            28                                 40.6130        0 
28                            29                                 41.1952        0 
29                            30                                105.7308        0 
30                            19                                 79.4712        0 
15                            28                                209.6543        0 
23                            29                                 92.8769        0 
31                            32                                 43.9629        0 
32                            33                                 59.2236        0 
33                            34                                111.5123        0 
34                            35                                 58.8192        0 
34                            37                                 32.8383        0 
37                            36                                 96.9862        0 
36                            39                                 29.6932        0 
35                            36                                 96.1501        0 
33                            38                                201.2413        0 
39                            38                                 52.5405        0 
32                            41                                 38.1511        0 
41                            40                                 34.2226        0 
43                            44                                 33.8909        0 
45                            46                                 28.6065        0 
45                            47                                160.6980        0 
47                            48                                109.3216        0 
48                            49                                 84.0405        0 
49                            47                                 41.5998        0 
48                            50                                 39.2600        0 
50                            51                                 61.0648        0 
51                            52                                 36.6816        0 
52                            49                                 38.9363        0 
45                            53                                105.8866        0 
53                            50                                 69.0391        0 
52                            54                                151.4926        0 
54                            55                                 45.5353        0 
55                            56                                 45.5448        0 
56                            51                                 91.4574        0 
56                            57                                137.3529        0 
57                            58                                 46.9609        0 
58                            55                                 49.4878        0 
53                            59                                124.1603        0 
60                            61                                110.7627        0 
61                            62                                 41.1444        0 
62                            63                                 34.3769        0 
63                            64                                 79.9683        0 
64                            60                                 38.4550        0 
62                            65                                 93.8650        0 
65                            66                                 33.5094        0 
66                            63                                 93.9760        0 
66                            67                                 78.7315        0 
67                            64                                 98.5241        0 
65                            68                                 44.9894        0 
68                            69                                 49.3021        0 
69                            70                                 60.7239        0 
69                            71                                113.8425        0 
72                            67                                 46.8524        0 
72                            68                                113.7759        0 
72                            73                                 75.9352        0 
59                            74                                270.7461        0 
74                            75                                 31.5109        0 
75                            76                                 29.3080        0 
74                            71                                 83.3115        0 
2                             77                                 13.4057        0 
79                            80                                121.4458        0 
77                            81                                  1.6385        0 
82                            83                                116.6992        0 
83                            84                                237.5112        0 
84                            85                                105.5500        0 
84                            86                                 83.0671        0 
86                            87                                 81.2207        0 
87                            88                                 63.0031        0 
87                            83                                161.7324        0 
89                            90                                 72.6541        0 
90                            79                                109.6623        0 
91                            92                                 70.9736        0 
92                            93                                105.1717        0 
93                            80                                283.0943        0 
92                            90                                144.8251        0 
91                            89                                124.1893        0 
94                            95                                127.3179        0 
94                            96                                121.4829        0 
97                            94                                 71.8891        0 
97                            91                                123.2718        0 
81                            98                                  1.7118        0 
99                            100                                26.4179        0 
100                           101                               253.1267        0 
101                           102                               104.5891        0 
102                           103                                74.7305        0 
102                           104                               106.7979        0 
104                           105                               118.7073        0 
105                           100                               132.5900        0 
104                           106                               200.9984        0 
106                           107                                36.3874        0 
107                           108                                83.3278        0 
108                           102                               183.4699        0 
102                           109                                89.4185        0 
109                           110                                46.4212        0 
109                           112                                77.6901        0 
112                           108                                96.2923        0 
112                           113                               135.2621        0 
112                           114                                56.9569        0 
98                            116                                 2.8043        0 
117                           111                                76.2744        0 
111                           118                               111.5785        0 
120                           115                               315.5852        0 
123                           124                                51.2577        0 
125                           126                               221.0290        0 
126                           127                                47.9283        0 
128                           129                                41.5289        0 
129                           130                               179.5792        0 
130                           126                                40.2397        0 
131                           132                               171.4787        0 
131                           133                                34.1593        0 
133                           134                               107.6656        0 
134                           132                                43.9035        0 
133                           135                                95.3011        0 
135                           134                                43.1132        0 
128                           136                               143.7713        0 
137                           138                                40.4324        0 
138                           139                                26.9105        0 
141                           142                                47.6904        0 
142                           143                                39.6738        0 
143                           144                               144.7558        0 
144                           145                                40.2831        0 
145                           146                                42.7979        0 
146                           135                                38.9730        0 
123                           141                               152.0660        0 
124                           142                               150.7527        0 
128                           147                                99.0803        0 
147                           143                                49.8880        0 
147                           148                               142.3889        0 
148                           144                                50.4977        0 
136                           148                                86.1894        0 
137                           145                               134.8656        0 
138                           146                               130.6453        0 
149                           150                                40.5895        0 
149                           151                                91.9775        0 
151                           141                                43.1028        0 
151                           152                                45.7325        0 
152                           153                                88.1204        0 
152                           154                                90.6187        0 
121                           155                               141.6316        0 
158                           159                               102.3907        0 
159                           160                                59.1707        0 
158                           161                               275.3196        0 
161                           162                                55.9312        0 
162                           163                                93.2066        0 
163                           164                                46.0193        0 
163                           165                                43.8330        0 
165                           166                                77.4477        0 
165                           167                                43.0656        0 
167                           168                                76.8959        0 
167                           169                                41.4522        0 
169                           170                                93.7850        0 
169                           171                                53.2121        0 
171                           172                                46.3499        0 
172                           173                                99.1347        0 
158                           171                                58.4458        0 
171                           174                               103.6049        0 
172                           175                               138.6446        0 
176                           177                                 7.9891        0 
177                           178                                22.2129        0 
178                           179                                46.7980        0 
178                           180                                 6.1691        0 
180                           181                                20.7953        0 
181                           182                                37.9382        0 
176                           183                                37.2926        0 
183                           184                                36.1364        0 
184                           185                                16.4237        0 
184                           186                                24.0563        0 
183                           187                                17.2667        0 
187                           188                                13.5998        0 
188                           189                                11.3631        0 
189                           190                                13.1422        0 
190                           191                                 6.9563        0 
191                           192                                48.3958        0 
190                           193                                49.0992        0 
189                           194                                52.2098        0 
188                           195                                53.4768        0 
177                           187                                38.8153        0 
180                           189                                38.8627        0 
181                           191                                39.9425        0 
197                           198                                10.9549        0 
198                           199                               135.0432        0 
196                           200                               318.3115        0 
200                           201                                96.5084        0 
201                           202                                47.7786        0 
202                           203                                 9.2102        0 
203                           204                                55.6621        0 
204                           205                                24.0167        0 
204                           206                                35.6203        0 
206                           207                                 6.2753        0 
206                           208                                22.0997        0 
197                           203                               257.2552        0 
198                           209                                57.0679        0 
209                           210                                63.7823        0 
210                           211                               101.1686        0 
211                           212                                38.2406        0 
211                           213                                60.7311        0 
201                           214                               148.5442        0 
214                           215                                80.8335        0 
215                           216                                61.4224        0 
216                           217                               152.9928        0 
217                           218                                80.2286        0 
218                           219                                68.5465        0 
218                           220                                43.0700        0 
209                           217                                64.0788        0 
221                           222                                 9.5219        0 
222                           223                               136.8082        0 
223                           224                                14.2467        0 
216                           202                               238.4869        0 
214                           225                                82.2530        0 
225                           226                                87.0997        0 
226                           227                               146.3584        0 
227                           223                                82.4690        0 
226                           228                               168.4837        0 
228                           229                               126.2415        0 
229                           230                                17.8778        0 
230                           231                                51.8810        0 
231                           232                                45.9600        0 
231                           227                                76.5783        0 
227                           233                                57.7183        0 
233                           234                                27.7274        0 
234                           235                                68.3838        0 
234                           236                                49.5437        0 
236                           237                                92.6699        0 
237                           238                               105.8443        0 
238                           221                                96.3033        0 
196                           239                               132.2518        0 
237                           241                               215.5704        0 
241                           236                               161.3142        0 
236                           222                                81.4616        0 
241                           242                                51.5017        0 
242                           243                                60.5698        0 
242                           244                                51.9856        0 
244                           245                                51.2535        0 
245                           233                                93.9177        0 
244                           229                                63.1355        0 
240                           246                               307.5263        0 
248                           249                               332.5794        0 
248                           250                                38.5765        0 
250                           251                               151.3658        0 
250                           252                                43.2192        0 
252                           253                                55.1322        0 
253                           254                               108.7762        0 
253                           255                                33.2706        0 
255                           256                                74.6023        0 
255                           257                                46.7476        0 
257                           258                               218.3844        0 
257                           259                               105.1727        0 
259                           248                               303.0256        0 
240                           260                                11.3385        0 
261                           262                                18.3881        0 
262                           263                                52.8204        0 
263                           264                                83.7755        0 
264                           265                                47.8538        0 
265                           266                                82.8674        0 
266                           267                               326.0983        0 
268                           247                                26.1518        0 
269                           270                               197.7116        0 
270                           271                                21.9398        0 
271                           272                               141.6286        0 
272                           269                                47.9484        0 
#269                           270                               125.1187        0 
273                           274                                69.9640        0 
274                           275                               182.4747        0 
273                           276                               188.8856        0 
273                           277                               180.1818        0 
278                           279                                88.2136        0 
279                           280                               273.1949        0 
280                           281                               349.2197        0 
281                           282                               171.6622        0 
282                           283                                34.4349        0 
283                           284                               124.2272        0 
282                           285                               244.0254        0 
285                           282                               158.8053        0 
278                           286                                21.6666        0 
286                           285                                45.3793        0 
278                           287                               258.1770        0 
119                           120                               136.5969        0 
41                            42                                147.2511        0 
42                            43                                 99.3652        0 
155                           140                                7.7569        0 
140                          156                               253.2707        0 
155                           165                                73.7241        0 
196                           1961                               33.5634        0 
1961                          197                                30.5903        0 
292                           117                               253.9012        0 
110                           293                                85.5059        0 
106                           294                               208.5151        0 
78                            785                               156.9854        0 
115                           859                                90.9721        0 
862                           176                               131.0968        0 
1                             2                                 207.0800        0 
3                             2                                 304.6000        0 
78                            77                                318.0000        0 
81                            82                                 63.3480        0 
98                            99                                 10.2000        0 
292                           116                                29.9700        0 
292                           100                                 2.0530        0 
117                           101                                 5.5030        0 
111                           293                                 5.7820        0 
118                           261                                28.7460        0 
118                           119                                32.7620        0 
115                           294                                 7.0880        0 
82                            96                                570.1960        0 
3                             78                                 14.3800        0 
80                            75                                 21.9000        0 
785                           79                                261.7500        0 
121                           158                                19.6700        0 
859                           121                               181.7650        0 
175                           862                               136.2300        0 
96                            93                                375.3340        0 
267                           268                                25.5400        0 
264                           269                                54.8900        0 
265                           272                                56.6700        0 
273                           266                                60.4500        0 
240                           238                                63.2810        0 
120                           196                                28.0200        0 
217                           221                                77.6200        0 
216                           224                                85.5400        0 
225                           224                               139.5100        0 
248                           247                               129.4930        0 
247                           246                                32.0940        0 
271                           278                                 6.4000        0 
273                           272                                83.0200        0 
84                            89                                172.5300        0 
86                            91                                160.8000        0 
87                            97                                199.9450        0 
30                            39                                 27.3500        0 
19                            38                                127.4200        0 
18                            43                                194.6030        0 
35                            29                                 40.4200        0 
32                            28                                257.0900        0 
31                            27                                278.1770        0 
45                            31                                111.5300        0 
59                            57                                 39.4860        0 
57                            60                                 82.1680        0 
58                            60                                 40.1700        0 
54                            61                                 39.5790        0 
72                            71                                 48.6200        0 
70                            132                                76.3300        0 
145                           149                               208.7350        0 
141                           140                               56.4480        0 
137                           136                                39.2500        0 
130                           131                               109.4850        0 
128                           124                                41.9870        0 
125                           124                                87.5330        0 
123                           121                                53.7500        0 
240                           239                               259.4300        0 
156                           157                               433.6070        0;  

#param dmin := 0.0254;
#param dmax := 0.6096;

set Source:= 1 ;

param: pipes:       d                     C      	 R:=
 1     0.080      830        130
 2     0.100     1102        130
 3     0.150     1454        130
 4     0.200     1975        130
 5     0.250     2660        130
 6     0.300     3295        130
 7     0.350     4060        130
 8     0.400     4866        130
 9     0.450     5922        130
10     0.500     6890        130
11     0.600     9012        130
12     0.700    11619        130
13     0.750    13071        130
14     0.800    14225        130
15     0.900    17386        130
16     1.000    21023        130 ;
