param: nodes:           E               D                  P              pmax :=
 94              	51.7        	0.00555            20              0
 95              	51.4        	0.00555            20              0
 92              	40          	0.00555            20              0
 160             	32.9        	0.00555            20              0
 159001          	34          	0.00555            20              0
 159             	31.4        	0.00555            20              0
 156             	34.2        	0.00555            20              0
 157             	40          	0.00555            20              0
 158             	46          	0.00555            20              0
 155             	34          	0.00555            20              0
 154             	41.6        	0.00555            20              0
 153             	34          	0.00555            20              0
 55              	30          	0.00555            20              0
 59              	21          	0.00555            20              0
 60              	11          	0.00555            20              0
 61              	5           	0.00555            20              0
 62              	3.5         	0.00555            20              0
 147             	33          	0.00555            20              0
 150             	45          	0.00555            20              0
 148             	29          	0.00555            20              0
 149             	19          	0.00555            20              0
 63              	9           	0.00555            20              0
 64              	4.5         	0.00555            20              0
 65              	3.3         	0.00555            20              0
 66              	1.2         	0.00555            20              0
 67              	12.3        	0.00555            20              0
 68              	9.3         	0.00555            20              0
 69              	8.16        	0.00555            20              0
 70              	8.8         	0.00555            20              0
 71              	8.1         	0.00555            20              0
 72              	7.4         	0.00555            20              0
 56              	12.9        	0.00555            20              0
 57              	4.8         	0.00555            20              0
 58              	3           	0.00555            20              0
 53              	14.5        	0.00555            20              0
 54              	4.1         	0.00555            20              0
 52              	31          	0.00555            20              0
 46001           	33          	0.00555            20              0
 50              	20          	0.00555            20              0
 51              	4.4         	0.00555            20              0
 47              	13.1        	0.00555            20              0
 48              	7.1         	0.00555            20              0
 49              	1.6         	0.00555            20              0
 42              	15          	0.00555            20              0
 45              	5.9         	0.00555            20              0
 46              	3.5         	0.00555            20              0
 41              	31          	0.00555            20              0
 35              	30          	0.00555            20              0
 36              	13          	0.00555            20              0
 39              	10          	0.00555            20              0
 40              	6.3         	0.00555            20              0
 37              	6           	0.00555            20              0
 91              	42.5        	0.00555            20              0
 90              	45          	0.00555            20              0
 89              	47          	0.00555            20              0
 31              	20          	0.00555            20              0
 32              	7.1         	0.00555            20              0
 34              	4.4         	0.00555            20              0
 33              	4.6         	0.00555            20              0
 28001           	32.2        	0.00555            20              0
 28              	22.5        	0.00555            20              0
 29              	9.2         	0.00555            20              0
 30              	5.65        	0.00555            20              0
 27              	31.2        	0.00555            20              0
 26              	12.3        	0.00555            20              0
 23              	7.5         	0.00555            20              0
 22              	5.2         	0.00555            20              0
 87              	40.3        	0.00555            20              0
 86              	41.4        	0.00555            20              0
 83              	40.2        	0.00555            20              0
 77              	45          	0.00555            20              0
 81              	44.4        	0.00555            20              0
 78              	44.8        	0.00555            20              0
 79              	45.8        	0.00555            20              0
 80              	46.6        	0.00555            20              0
 82              	46.9        	0.00555            20              0
 84              	40          	0.00555            20              0
 85              	50          	0.00555            20              0
 121             	50          	0.00555            20              0
 122             	49.3        	0.00555            20              0
 123             	47.3        	0.00555            20              0
 120             	49.5        	0.00555            20              0
 75              	47          	0.00555            20              0
 76              	47.4        	0.00555            20              0
 73              	32.5        	0.00555            20              0
 74              	40          	0.00555            20              0
 227             	52.8        	0.00555            20              0
 215001          	75          	0.00555            20              0
 215             	60          	0.00555            20              0
 219             	50          	0.00555            20              0
 220             	52.3        	0.00555            20              0
 221             	51.7        	0.00555            20              0
 222             	52          	0.00555            20              0
 223             	50.8        	0.00555            20              0
 223001          	54.5        	0.00555            20              0
 224             	50.1        	0.00555            20              0
 225             	49.5        	0.00555            20              0
 226             	50.7        	0.00555            20              0
 214             	74          	0.00555            20              0
 216             	62.7        	0.00555            20              0
 217             	62          	0.00555            20              0
 218             	57.25       	0.00555            20              0
 201             	95          	0.00555            20              0
 203             	94.2        	0.00555            20              0
 204             	92.9        	0.00555            20              0
 205             	91.4        	0.00555            20              0
 211             	90.8        	0.00555            20              0
 212             	65          	0.00555            20              0
 206             	84.2        	0.00555            20              0
 207             	80.6        	0.00555            20              0
 208             	76.8        	0.00555            20              0
 209             	70          	0.00555            20              0
 210             	70          	0.00555            20              0
 213             	73.8        	0.00555            20              0
 200001          	95          	0.00555            20              0
 199             	94          	0.00555            20              0
 196             	92.7        	0.00555            20              0
 197             	90          	0.00555            20              0
 198             	89.6        	0.00555            20              0
 233             	87.17       	0.00555            20              0
 232             	84.2        	0.00555            20              0
 231             	80.5        	0.00555            20              0
 230             	72.5        	0.00555            20              0
 234             	65          	0.00555            20              0
 194             	95          	0.00555            20              0
 195             	95          	0.00555            20              0
 192             	95          	0.00555            20              0
 193             	85          	0.00555            20              0
 234001          	65          	0.00555            20              0
 235             	71.5        	0.00555            20              0
 236             	76          	0.00555            20              0
 237             	83          	0.00555            20              0
 238             	81.3        	0.00555            20              0
 240             	83          	0.00555            20              0
 239             	86.3        	0.00555            20              0
 190001          	95          	0.00555            20              0
 187             	95          	0.00555            20              0
 188             	94.2        	0.00555            20              0
 189             	90.5        	0.00555            20              0
 186             	95          	0.00555            20              0
 185             	95          	0.00555            20              0
 235001          	75.5        	0.00555            20              0
 241             	83.3        	0.00555            20              0
 242             	87.8        	0.00555            20              0
 243             	83.6        	0.00555            20              0
 244             	78.1        	0.00555            20              0
 245             	83.5        	0.00555            20              0
 183             	87.7        	0.00555            20              0
 184             	85.7        	0.00555            20              0
 182             	95          	0.00555            20              0
 249             	94.1        	0.00555            20              0
 248             	95          	0.00555            20              0
 247             	90.8        	0.00555            20              0
 246             	85          	0.00555            20              0
 181             	93          	0.00555            20              0
 266             	71.4        	0.00555            20              0
 180004          	84.2        	0.00555            20              0
 190             	95          	0.00555            20              0
 191             	91.8        	0.00555            20              0
 180003          	90          	0.00555            20              0
 180002          	95          	0.00555            20              0
 180001          	95.6        	0.00555            20              0
 180             	95          	0.00555            20              0
 287             	73.3        	0.00555            20              0
 286             	72          	0.00555            20              0
 285             	71          	0.00555            20              0
 284             	70          	0.00555            20              0
 200             	77.8        	0.00555            20              0
 274             	65.5        	0.00555            20              0
 275             	66          	0.00555            20              0
 276             	71          	0.00555            20              0
 265             	70          	0.00555            20              0
 268             	65          	0.00555            20              0
 269             	66          	0.00555            20              0
 271             	72.4        	0.00555            20              0
 270             	73.7        	0.00555            20              0
 318             	35          	0.00555            20              0
 317             	40          	0.00555            20              0
 316             	46          	0.00555            20              0
 315             	45          	0.00555            20              0
 313             	45          	0.00555            20              0
 314             	40          	0.00555            20              0
 312             	45.6        	0.00555            20              0
 310             	45.7        	0.00555            20              0
 311             	48.4        	0.00555            20              0
 309             	50          	0.00555            20              0
 297             	52          	0.00555            20              0
 298             	55          	0.00555            20              0
 299             	60          	0.00555            20              0
 296             	51.7        	0.00555            20              0
 294             	48.5        	0.00555            20              0
 293             	47.6        	0.00555            20              0
 291             	49          	0.00555            20              0
 295             	51.4        	0.00555            20              0
 288             	55          	0.00555            20              0
 289             	71          	0.00555            20              0
 290             	68          	0.00555            20              0
 282             	66.8        	0.00555            20              0
 277             	60          	0.00555            20              0
 278             	67.2        	0.00555            20              0
 279             	71.4        	0.00555            20              0
 280             	73.6        	0.00555            20              0
 281             	75          	0.00555            20              0
 272             	73.4        	0.00555            20              0
 273             	70          	0.00555            20              0
 264             	70.5        	0.00555            20              0
 257001          	71          	0.00555            20              0
 258001          	74.4        	0.00555            20              0
 259001          	71.6        	0.00555            20              0
 260001          	75.3        	0.00555            20              0
 261             	76.4        	0.00555            20              0
 262             	76          	0.00555            20              0
 263             	75.8        	0.00555            20              0
 255             	82.6        	0.00555            20              0
 258             	83.5        	0.00555            20              0
 259             	83.3        	0.00555            20              0
 260             	81.5        	0.00555            20              0
 256             	84          	0.00555            20              0
 257             	87          	0.00555            20              0
 254             	83.9        	0.00555            20              0
 250004          	85          	0.00555            20              0
 421             	98.1        	0.00555            20              0
 420             	99.8        	0.00555            20              0
 419             	101.1       	0.00555            20              0
 418             	103         	0.00555            20              0
 416             	103         	0.00555            20              0
 417             	104         	0.00555            20              0
 415             	103         	0.00555            20              0
 414             	102         	0.00555            20              0
 413             	100         	0.00555            20              0
 250001          	100         	0.00555            20              0
 21              	4.8         	0.00555            20              0
 319             	46.9        	0.00555            20              0
 320             	47.5        	0.00555            20              0
 20              	11          	0.00555            20              0
 19              	3.2         	0.00555            20              0
 18              	8           	0.00555            20              0
 302             	50          	0.00555            20              0
 303             	50          	0.00555            20              0
 305             	51          	0.00555            20              0
 306             	54.8        	0.00555            20              0
 307             	54.8        	0.00555            20              0
 321             	50          	0.00555            20              0
 11              	4           	0.00555            20              0
 322             	47.4        	0.00555            20              0
 323             	44          	0.00555            20              0
 301             	75.2        	0.00555            20              0
 300             	75          	0.00555            20              0
 324             	53.4        	0.00555            20              0
 368             	58          	0.00555            20              0
 367             	59.8        	0.00555            20              0
 369             	59.2        	0.00555            20              0
 325             	75          	0.00555            20              0
 365             	79.7        	0.00555            20              0
 362             	80          	0.00555            20              0
 360001          	80.5        	0.00555            20              0
 360             	80.6        	0.00555            20              0
 359             	80.7        	0.00555            20              0
 361             	79.5        	0.00555            20              0
 366             	79.4        	0.00555            20              0
 364             	80          	0.00555            20              0
 363             	80.5        	0.00555            20              0
 326             	75.7        	0.00555            20              0
 327             	76.5        	0.00555            20              0
 328             	77          	0.00555            20              0
 329             	77.7        	0.00555            20              0
 330             	75.3        	0.00555            20              0
 334             	80.2        	0.00555            20              0
 336             	80          	0.00555            20              0
 331             	75.7        	0.00555            20              0
 332             	75          	0.00555            20              0
 333             	80          	0.00555            20              0
 337             	84.36       	0.00555            20              0
 338             	81.1        	0.00555            20              0
 340             	83.54       	0.00555            20              0
 341             	83.6        	0.00555            20              0
 250             	83          	0.00555            20              0
 251             	82.5        	0.00555            20              0
 253             	78.8        	0.00555            20              0
 252             	78.8        	0.00555            20              0
 342             	82.8        	0.00555            20              0
 343             	82.2        	0.00555            20              0
 344             	80.2        	0.00555            20              0
 339             	81.6        	0.00555            20              0
 250003          	86          	0.00555            20              0
 250002          	88.6        	0.00555            20              0
 412             	90          	0.00555            20              0
 411             	89.7        	0.00555            20              0
 410             	89.7        	0.00555            20              0
 409             	87          	0.00555            20              0
 408             	86.7        	0.00555            20              0
 407001          	85          	0.00555            20              0
 407             	84.5        	0.00555            20              0
 345             	84.4        	0.00555            20              0
 346             	84.1        	0.00555            20              0
 347             	83.1        	0.00555            20              0
 348             	82.9        	0.00555            20              0
 349             	82.76       	0.00555            20              0
 350             	84.2        	0.00555            20              0
 350001          	83.7        	0.00555            20              0
 351             	83.6        	0.00555            20              0
 356             	82.3        	0.00555            20              0
 352             	82.1        	0.00555            20              0
 335             	80.4        	0.00555            20              0
 406             	84.4        	0.00555            20              0
 405             	84.3        	0.00555            20              0
 404             	83.74       	0.00555            20              0
 353             	81.8        	0.00555            20              0
 354             	81.5        	0.00555            20              0
 355             	81.1        	0.00555            20              0
 357             	82.1        	0.00555            20              0
 358             	82          	0.00555            20              0
 370             	59.5        	0.00555            20              0
 371             	59.2        	0.00555            20              0
 372             	57.2        	0.00555            20              0
 373             	68          	0.00555            20              0
 374             	69.5        	0.00555            20              0
 378             	56.6        	0.00555            20              0
 379             	53          	0.00555            20              0
 380             	50.5        	0.00555            20              0
 381             	45          	0.00555            20              0
 382             	45          	0.00555            20              0
 376             	56.2        	0.00555            20              0
 377             	52.7        	0.00555            20              0
 383             	52.7        	0.00555            20              0
 384             	56          	0.00555            20              0
 396001          	80.4        	0.00555            20              0
 397             	80.5        	0.00555            20              0
 398             	80.5        	0.00555            20              0
 400             	81.7        	0.00555            20              0
 401             	81.7        	0.00555            20              0
 402             	80.8        	0.00555            20              0
 403             	80.9        	0.00555            20              0
 10              	3.3         	0.00555            20              0
 9               	1.7         	0.00555            20              0
 8               	8.5         	0.00555            20              0
 2               	16.5        	0.00555            20              0
 1               	13.2        	0.00555            20              0
 3               	23.9        	0.00555            20              0
 385             	54.7        	0.00555            20              0
 17              	10          	0.00555            20              0
 16              	8.1         	0.00555            20              0
 15              	6.7         	0.00555            20              0
 13              	12.4        	0.00555            20              0
 12              	15          	0.00555            20              0
 14              	19.25       	0.00555            20              0
 6               	18.4        	0.00555            20              0
 5               	12.5        	0.00555            20              0
 601             	56          	0               20              0
 387             	54.8        	0.00555            20              0
 388             	54.8        	0.00555            20              0
 389             	55.5        	0.00555            20              0
 390             	52.5        	0.00555            20              0
 391             	53          	0.00555            20              0
 392             	52          	0.00555            20              0
 393             	50          	0.00555            20              0
 394             	56.4        	0.00555            20              0
 395             	55.6        	0.00555            20              0
 396             	40.4        	0.00555            20              0
 4               	14.2        	0.00555            20              0
 7               	10          	0.00555            20              0
 228             	49.8        	0.00555            20              0
 229             	49.6        	0.00555            20              0
 256001          	75          	0.00555            20              0
 399             	81.7        	0.00555            20              0
 24              	10          	0.00555            20              0
 24001           	10          	0.00555            20              0
 25              	14.5        	0.00555            20              0
 45001           	32          	0.00555            20              0
 71001           	8.1         	0.00555            20              0
 127001          	56          	0.00555            20              0
 202001          	70          	0.00555            20              0
 301001          	75          	0.00555            20              0
 304             	50.8        	0.00555            20              0
 422             	103         	0.00555            20              0
38              	117             0               20              0
43              	127             0               20              0
44              	122             0               20              0
88              	112             0               20              0;


param: arcs:                                    L      vmax              :=
126             	125001          	65        2 
125001          	125             	260       2 
125             	124             	164       2 
124             	106             	250       2 
106             	161             	100       2 
161             	162             	68        2 
162             	163             	164       2 
163             	164             	164       2 
163             	165             	65        2 
165             	166             	98        2 
166             	168             	145       2 
165             	170             	96        2 
170             	171001          	181       2 
171001          	171             	92        2 
171             	172             	100       2 
171001          	173             	177       2 
173             	179             	159       2 
173             	174             	155       2 
179             	179001          	168       2 
179             	177             	103       2 
168             	169             	113       2 
124             	127             	850       2 
128             	129             	149       2 
129             	130             	175       2 
127001          	131001          	500       2 
131             	132             	134       2 
131001          	131             	164       2 
131             	133             	137       2 
133             	134             	223       2 
131001          	135             	394       2 
135             	136             	191       2 
136             	137             	440       2 
136             	138             	459       2 
136             	139             	184       2 
141             	143             	300       2 
143             	144             	116       2 
144             	145             	198       2 
141             	142             	510       2 
141             	140001          	127       2 
140001          	151             	189       2 
151             	152             	95        2 
124             	107             	250       2 
107             	108             	375       2 
108             	109             	100       2 
109             	110             	231       2 
110             	111             	61        2 
110             	112             	282       2 
112             	113             	88        2 
113             	114             	134       2 
115             	116             	40        2 
116             	117             	189       2 
119             	118             	225       2 
117             	119             	201       2 
106             	105             	66        2 
105             	102             	78        2 
102             	100             	197       2 
100             	101             	197       2 
102             	103             	177       2 
103             	104             	85        2 
100             	96              	222       2 
96              	97              	288       2 
97              	98              	130       2 
98              	99              	127       2 
96              	93              	96        2 
93              	94              	110       2 
94              	95              	205       2 
93              	92              	176       2 
92              	91              	300       2 
91              	160             	500       2 
160             	159001          	119       2 
159001          	159             	228       2 
159             	156             	295       2 
156             	157             	191       2 
157             	158             	129       2 
156             	155             	152       2 
155             	154             	115       2 
155             	153             	444       2 
55              	59              	580       2 
59              	60              	350       2 
60              	61              	209       2 
60              	62              	212       2 
141             	147             	455       2 
147             	148             	250       2 
148             	150             	168       2 
148             	149             	145       2 
63              	64              	172       2 
64              	65              	110       2 
65              	66              	250       2 
67              	68              	148       2 
68              	69              	123       2 
68              	70              	139       2 
70              	71              	210       2 
55              	56              	159       2 
56              	57              	144       2 
57              	58              	148       2 
52              	53              	161       2 
53              	54              	267       2 
55              	52              	320       2 
52              	46001           	444       2 
46001           	50              	184       2 
50              	51              	322       2 
46001           	47              	228       2 
47              	48              	129       2 
48              	49              	254       2 
41              	42              	224       2 
42              	45              	202       2 
45              	46              	162       2 
45001           	41              	435       2 
41              	35              	488       2 
35              	36              	179       2 
36              	39              	137       2 
39              	40              	160       2 
36              	37              	168       2 
35              	31              	350       2 
31              	32              	246       2 
32              	33              	100       2 
91              	90              	750       2 
90              	89              	250       2 
31              	28              	250       2 
28001           	28              	200       2 
28              	29              	273       2 
29              	30              	205       2 
90              	28001           	200       2 
28001           	27              	312       2 
27              	26              	308       2 
26              	23              	40        2 
83              	77              	346       2 
77              	81              	334       2 
81              	78              	73        2 
78              	79              	114       2 
79              	80              	93        2 
84              	85              	161       2 
115             	120             	221       2 
120             	121             	150       2 
121             	122             	254       2 
122             	123             	160       2 
77              	75              	400       2 
77              	76              	66        2 
73              	74              	127       2 
219             	220             	105       2 
220             	221             	187       2 
221             	222             	86        2 
222             	223             	126       2 
221             	223001          	250       2 
223001          	224             	116       2 
224             	225             	269       2 
225             	226             	42        2 
215             	214             	329       2 
214             	216             	145       2 
216             	217             	56        2 
216             	218             	171       2 
214             	203             	236       2 
215001          	202001          	264       2 
203             	204             	108       2 
204             	205             	125       2 
204             	211             	190       2 
211             	212             	269       2 
205             	206             	227       2 
206             	207             	110       2 
207             	208             	110       2 
208             	213             	140       2 
208             	209             	284       2 
209             	210             	298       2 
203             	201             	200       2 
201             	200001          	150       2 
200001          	199             	193       2 
234             	230             	73        2 
230             	231             	156       2 
231             	232             	132       2 
232             	233             	106       2 
199             	196             	160       2 
196             	197             	225       2 
197             	198             	93        2 
199             	192             	325       2 
192             	194             	106       2 
194             	195             	194       2 
192             	193             	103       2 
234             	234001          	149       2 
236             	237             	138       2 
237             	238             	146       2 
238             	239             	147       2 
192             	190001          	398       2 
190001          	190             	131       2 
187             	186             	38        2 
186             	185             	78        2 
187             	188             	287       2 
188             	189             	253       2 
235001          	241             	215       2 
241             	242             	170       2 
241             	243             	135       2 
243             	244             	145       2 
244             	245             	254       2 
182             	183             	103       2 
183             	184             	85        2 
187             	182             	600       2 
182             	249             	300       2 
249             	248             	100       2 
248             	247             	306       2 
247             	246             	256       2 
246             	245             	239       2 
180001          	249             	450       2 
180001          	181             	130       2 
187             	190             	268       2 
190             	191             	70        2 
180004          	180003          	471       2 
180002          	180003          	176       2 
180             	180001          	190       2 
199             	200             	158       2 
202001          	284             	206       2 
287             	286             	83        2 
286             	285             	165       2 
285             	284             	69        2 
202001          	38              	200       2 
274             	275             	90        2 
275             	276             	137       2 
268             	269             	58        2 
271             	270             	107       2 
318             	317             	118       2 
317             	316             	177       2 
316             	315             	153       2 
315             	313             	133       2 
313             	314             	170       2 
313             	312             	210       2 
312             	310             	165       2 
310             	311             	115       2 
310             	309             	163       2 
309             	297             	100       2 
297             	298             	110       2 
298             	299             	182       2 
297             	296             	93        2 
296             	294             	151       2 
294             	293             	85        2 
293             	229             	300       2 
293             	291             	250       2 
296             	295             	132       2 
288             	289             	211       2 
289             	290             	69        2 
288             	282             	400       2 
282             	277             	259       2 
277             	278             	155       2 
278             	279             	187       2 
279             	280             	222       2 
280             	281             	82        2 
271             	272             	220       2 
271             	273             	300       2 
268             	260001          	270       2 
262             	261             	78        2 
262             	263             	90        2 
255             	258             	123       2 
258             	259             	86        2 
259             	260             	81        2 
255             	256             	51        2 
256             	257             	212       2 
255             	254             	400       2 
421             	180002          	218       2 
420             	421             	109       2 
419             	420             	55        2 
418             	419             	214       2 
416             	418             	145       2 
417             	416             	329       2 
416             	415             	372       2 
415             	250001          	368       2 
415             	414             	96        2 
414             	413             	79        2 
22              	21              	181       2 
21              	19              	320       2 
19              	18              	236       2 
319             	320             	63        2 
21              	20              	164       2 
297             	302             	280       2 
302             	303             	103       2 
305             	306             	150       2 
306             	307             	46        2 
320             	321             	314       2 
322             	323             	264       2 
301             	300             	229       2 
324             	368             	265       2 
368             	367             	51        2 
367             	369             	87        2 
365             	325             	363       2 
365             	362             	163       2 
362             	361             	136       2 
361             	360001          	200       2 
360001          	360             	59        2 
360             	359             	59        2 
366             	364             	81        2 
364             	363             	142       2 
325             	327             	248       2 
327             	326             	110       2 
327             	328             	66        2 
328             	329             	99        2 
330             	334             	415       2 
324             	331             	1450      2 
331             	333             	350       2 
333             	336             	400       2 
331             	332             	68        2 
254             	250             	459       2 
250             	341             	310       2 
341             	340             	169       2 
340             	338             	176       2 
338             	337             	392       2 
338             	339             	246       2 
341             	342             	87        2 
342             	343             	64        2 
343             	344             	233       2 
250             	251             	90        2 
251             	252             	174       2 
252             	253             	51        2 
250002          	250003          	108       2 
412             	411             	190       2 
411             	410             	293       2 
410             	409             	168       2 
409             	408             	317       2 
408             	407001          	342       2 
407001          	406             	415       2 
407001          	350             	142       2 
407             	350             	183       2 
350             	350001          	131       2 
350001          	351             	75        2 
350001          	352             	362       2 
350001          	356             	392       2 
350             	345             	236       2 
345             	346             	168       2 
346             	347             	263       2 
347             	348             	84        2 
348             	349             	50        2 
334             	335             	182       2 
406             	405             	158       2 
352             	353             	102       2 
353             	354             	69        2 
354             	355             	121       2 
356             	357             	81        2 
357             	358             	96        2 
368             	370             	87        2 
371             	372             	195       2 
372             	373             	209       2 
373             	374             	67        2 
372             	378             	55        2 
378             	379             	167       2 
379             	380             	81        2 
380             	381             	225       2 
381             	382             	44        2 
372             	376             	90        2 
376             	384             	286       2 
384             	383             	146       2 
378             	377             	170       2 
396001          	397             	222       2 
397             	398             	31        2 
400             	401             	69        2 
401             	402             	297       2 
402             	403             	83        2 
18              	11              	77        2 
11              	10              	130       2 
9               	8               	257       2 
18              	15              	720       2 
15              	13              	351       2 
12              	14              	188       2 
14              	6               	159       2 
6               	5               	189       2 
5               	8               	83        2 
13              	12              	200       2 
15              	16              	94        2 
15              	17              	128       2 
601             	384             	67        2 
601             	385             	170       2 
385             	387             	176       2 
387             	388             	105       2 
388             	389             	136       2 
389             	390             	128       2 
390             	391             	40        2 
391             	392             	65        2 
392             	393             	83        2 
393             	394             	257       2 
394             	395             	85        2 
395             	396             	151       2 
4               	2               	326       2 
2               	3               	135       2 
2               	1               	222       2 
250             	250003          	225       2 
4               	8               	101       2 
8               	7               	101       2 
32              	34              	149       2 
235             	235001          	218       2 
106             	82              	569       2 
180004          	266             	816       2 
258001          	259001          	320       2 
82              	228             	74        2 
227             	229             	150       2 
227             	215001          	317       2 
319             	315             	262       2 
59              	63              	314       2 
63              	67              	419       2 
260001          	262             	345       2 
23              	22              	671       2 
115             	108             	421       2 
213             	234             	700       2 
288             	291             	603       2 
319             	322             	477       2 
325             	330             	380       2 
336             	337             	206       2 
334             	345             	616       2 
152             	153             	347       2 
256001          	258001          	249       2 
258001          	257001          	184       2 
257001          	264             	141       2 
264             	260001          	75        2 
265             	268             	227       2 
268             	274             	397       2 
274             	277             	162       2 
405             	404             	177       2 
400             	399             	70        2 
404             	399             	350       2 
399             	396001          	350       2 
220             	215001          	820       2 
75              	73              	175       2 
83              	84              	169       2 
83              	86              	135       2 
86              	87              	213       2 
89              	87              	474       2 
229             	75              	280       2 
202001          	82              	1800      2 
250001          	412             	611       2 
43              	417             	354       2 
269             	271             	209       2 
234001          	235             	500       2 
234001          	238             	400       2 
238             	240             	44        2 
239             	189             	300       2 
250002          	44              	800       2 
43              	422             	345       2 
250004          	413             	750       2 
23              	24              	103.6     2 
24              	24001           	219       2 
24001           	25              	214       2 
46001           	45001           	80        2 
71              	71001           	23        2 
71001           	72              	121       2 
127             	127001          	100       2 
127001          	128             	102       2 
301001          	366             	52        2 
365             	301001          	116       2 
301001          	301             	79        2 
303             	304             	82        2 
304             	305             	157       2 
422             	180             	381       2 
322             	324             	363       2 
385             	88              	2500      2 
13              	385             	752       2 
123             	82              	100       2 
135             	141             	177       2 
150             	71              	500       2 
370             	371             	100       2 
256001          	254             	500       2 
266             	38              	200       2 ;


param: pipes:   d       C      	   R:=
1 	0.113	7.22   130 
2 	0.1266	9.1    130 
3 	0.1446	11.92  130 
4 	0.1628	14.84  130 
5 	0.1808	18.38  130 
6 	0.2262	28.6   130 
7 	0.285	45.39  130 
8 	0.3618	76.32  130 
9 	0.4522	124.64 130
10	0.5818	215.85 130;

set Source:= 38  43  44 88 ;
