
param: nodes:              	E        	D      P pmax:=	
 98            	121.781833  	0.000          	        0       0			
 99            	121.644389  	0.000          	        0       0			
 100           115.918799  	0.000          	        0       0			
 101           120.3502409 	0.000          	        0       0			
 102           116.5106438 	0.000          	        0       0			
 103           112.5926573 	0.000285388128 	        0       0			
 104           117.802328  	0.000          	        0       0			
 105           109.941775  	0.000          	        0       0			
 106           105.5039951 	0.000073637184 	        0       0			
 107           114.4034715 	0.000          	        0       0			
 108           121.3607886 	0.000063419584 	        0       0			
 109           123.4863514 	0.000          	        0       0			
 110           122.0412726 	0.000          	        0       0			
 111           114.7762376 	0.000          	        0       0			
 112           115.5425261 	0.000          	        0       0			
 113           114.1374729 	0.000          	        0       0			
 114           114.3501377 	0.000          	        0       0			
 115           116.991759  	0.000          	        0       0			
 116           116.5927417 	0.000          	        0       0			
 117           118.632583  	0.000          	        0       0			
 118           118.9236905 	0.000          	        0       0			
 119           118.1645365 	0.000          	        0       0			
 120           118.5284775 	0.000          	        0       0			
 121           118.4920997 	0.000          	        0       0			
 122           105.6646751 	0.000          	        0       0			
 123           118.4079664 	0.000          	        0       0			
 124           119.1862016 	0.000          	        0       0			
 125           120.4720849 	0.000          	        0       0			
 126           119.8169237 	0.000          	        0       0			
 127           120.2867871 	0.000          	        0       0			
 128           120.8396402 	0.000          	        0       0			
 129           120.4872832 	0.000          	        0       0			
 130           119.1415723 	0.000          	        0       0			
 131           118.1459011 	0.000          	        0       0			
 132           117.808331  	0.000          	        0       0			
 133           117.3840257 	0.000          	        0       0			
 134           119.7250267 	0.000          	        0       0			
 135           117.4352665 	0.000          	        0       0			
 136           117.3592229 	0.000          	        0       0			
 137           117.3383156 	0.000          	        0       0			
 138           121.2732868 	0.000          	        0       0			
 139           124.1174978 	0.000          	        0       0			
 140           121.1735674 	0.000          	        0       0			
 141           123.0250409 	0.000          	        0       0			
 142           122.9508127 	0.000          	        0       0			
 143           115.5178275 	0.000          	        0       0			
 144           115.8710039 	0.000          	        0       0			
 145           116.5980191 	0.000          	        0       0			
 146           117.8580219 	0.000          	        0       0			
 147           117.0194197 	0.000          	        0       0			
 148           120.5777848 	0.000          	        0       0			
 149           	108.942604  	0.000232538475 	        0       0			
 150           	106.7812307 	0.000232538475 	        0       0			
 151           	113.6940268 	0.000232538475 	        0       0			
 152           	122.2859997 	0.000232538475 	        0       0			
 153           	123.5838616 	0.000232538475 	        0       0			
 154           	123.0433427 	0.000232538475 	        0       0			
 155            116.3754985 	0.001014713343 	        0       0			
 156          	105.1918992 	0.000          	        0       0			
 157          	105.5344039 	0.000          	        0       0			
 158          	105.5857446 	0.000          	        0       0			
 159          	105.7020982 	0.000          	        0       0			
 160          	105.8208498 	0.000          	        0       0			
 161          	105.8201542 	0.000          	        0       0			
 162          	106.0221428 	0.000          	        0       0			
 163          	106.1468972 	0.000          	        0       0			
 164          	106.1364478 	0.000          	        0       0			
 165          	106.1615623 	0.000          	        0       0			
 166          	106.4812645 	0.000          	        0       0			
 167          	106.5040943 	0.000          	        0       0			
 168          	106.6051958 	0.000          	        0       0			
 169          	106.6844762 	0.000          	        0       0			
 170          	106.701846  	0.000          	        0       0			
 171          	106.8917517 	0.000          	        0       0			
 172          	107.0126924 	0.000          	        0       0			
 173          	107.1465539 	0.000          	        0       0			
 174          	107.4435571 	0.000          	        0       0			
 175          	107.6126387 	0.000          	        0       0			
 176          	107.6232527 	0.000          	        0       0			
 177          	107.9286094 	0.000          	        0       0			
 178          	108.0349459 	0.000          	        0       0			
 179          	108.0545752 	0.000          	        0       0			
 180          	108.105949  	0.000          	        0       0			
 181          	108.3123673 	0.000          	        0       0			
 182          	108.3480291 	0.000          	        0       0			
 183          	108.508867  	0.000          	        0       0			
 184          	108.5439986 	0.000          	        0       0			
 185          	108.5953113 	0.000          	        0       0			
 186          	108.6372785 	0.000          	        0       0			
 187          	108.7908953 	0.000          	        0       0			
 188          	108.9245978 	0.000          	        0       0			
 189          	109.0201651 	0.000          	        0       0			
 190          	109.0476137 	0.000          	        0       0			
 191          	109.218618  	0.000          	        0       0			
 192          	109.3060311 	0.000          	        0       0			
 193          	109.2611445 	0.000          	        0       0			
 194          	109.4453921 	0.000          	        0       0			
 195          	109.4301918 	0.000          	        0       0			
 196          	109.5310889 	0.000          	        0       0			
 197          	109.4808361 	0.000          	        0       0			
 198          	109.5441553 	0.000          	        0       0			
 199          	109.5441694 	0.000          	        0       0			
 200          	109.7000311 	0.000          	        0       0			
 201          	109.7695516 	0.000          	        0       0			
 202          	109.8539366 	0.000          	        0       0			
 203          	109.8941778 	0.000          	        0       0			
 204          	109.9429904 	0.000          	        0       0			
 205          	110.1734878 	0.000          	        0       0			
 206          	110.1894088 	0.000          	        0       0			
 207          	110.5552003 	0.000          	        0       0			
 208          	110.6359756 	0.000          	        0       0			
 209          	110.9590069 	0.000          	        0       0			
 210          	110.9957374 	0.000          	        0       0			
 211          	111.0948224 	0.000          	        0       0			
 212          	111.2067327 	0.000          	        0       0			
 213          	111.2811036 	0.000          	        0       0			
 214          	111.459238  	0.000          	        0       0			
 215          	111.5585976 	0.000          	        0       0			
 216          	111.5623856 	0.000          	        0       0			
 217          	111.6125133 	0.000          	        0       0			
 218          	111.697715  	0.000          	        0       0			
 219          	111.7717012 	0.000          	        0       0			
 220          	111.8822111 	0.000          	        0       0			
 221          	112.0453983 	0.000          	        0       0			
 222          	112.1444492 	0.000          	        0       0			
 223          	112.2121085 	0.000          	        0       0			
 224          	112.2580652 	0.000          	        0       0			
 225          	112.3018362 	0.000          	        0       0			
 226          	112.2474557 	0.000          	        0       0			
 227          	112.2482239 	0.000          	        0       0			
 228          	112.2911843 	0.000          	        0       0			
 229          	112.2751104 	0.000          	        0       0			
 230          	112.3202354 	0.000          	        0       0			
 231          	112.3374684 	0.000          	        0       0			
 232          	112.4006321 	0.000          	        0       0			
 233          	112.4339095 	0.000          	        0       0			
 234          	112.4610227 	0.000          	        0       0			
 235          	112.5040468 	0.000          	        0       0			
 236          	112.6561859 	0.000          	        0       0			
 237          	112.9394522 	0.000          	        0       0			
 238          	112.9607122 	0.000          	        0       0			
 239          	112.9665858 	0.000          	        0       0			
 240          	113.0060225 	0.000          	        0       0			
 241          	113.0712384 	0.000          	        0       0			
 242          	113.1053501 	0.000          	        0       0			
 243          	113.1534326 	0.000          	        0       0			
 244          	113.1803427 	0.000          	        0       0			
 245          	113.2651122 	0.000          	        0       0			
 246          	113.311166  	0.000          	        0       0			
 247          	113.5971228 	0.000          	        0       0			
 248          	113.6382612 	0.000          	        0       0			
 249          	113.7033296 	0.000          	        0       0			
 250          	113.7358794 	0.000          	        0       0			
 251          	113.7431878 	0.000          	        0       0			
 252          	113.7889316 	0.000          	        0       0			
 253          	113.7891471 	0.000          	        0       0			
 254          	113.9256101 	0.000          	        0       0			
 255          	113.9491378 	0.000          	        0       0			
 256          	114.1589679 	0.000          	        0       0			
 257          	114.2191397 	0.000          	        0       0			
 258          	114.3281772 	0.000          	        0       0			
 259          	114.4922616 	0.000          	        0       0			
 260          	114.5102751 	0.000          	        0       0			
 261          	114.7922231 	0.000          	        0       0			
 262          	114.9394161 	0.000          	        0       0			
 263          	114.9523499 	0.000          	        0       0			
 264          	114.9589002 	0.000          	        0       0			
 265          	114.9790595 	0.000          	        0       0			
 266          	115.0424942 	0.000          	        0       0			
 267          	114.9923391 	0.000          	        0       0			
 268          	115.0697405 	0.000          	        0       0			
 269          	115.2066122 	0.000          	        0       0			
 270          	115.2172699 	0.000          	        0       0			
 271          	115.416751  	0.000          	        0       0			
 272          	115.8260827 	0.000          	        0       0			
 273          	115.902237  	0.000          	        0       0			
 274          	115.9147198 	0.000          	        0       0			
 275          	116.1737963 	0.000          	        0       0			
 276          	116.1462892 	0.000          	        0       0			
 277          	116.170729  	0.000          	        0       0			
 278          	116.4314264 	0.000          	        0       0			
 279          	116.4602134 	0.000          	        0       0			
 280          	116.5141936 	0.000          	        0       0			
 281          	116.5543738 	0.000          	        0       0			
 282          	116.618869  	0.000          	        0       0			
 283          	116.6149978 	0.000          	        0       0			
 284          	116.6723771 	0.000          	        0       0			
 285          	117.1956289 	0.000          	        0       0			
 286          	117.2711286 	0.000          	        0       0			
 287          	117.3173884 	0.000          	        0       0			
 288          	117.3898076 	0.000          	        0       0			
 289          	117.4348756 	0.000          	        0       0			
 290          	117.7268735 	0.000          	        0       0			
 291          	117.6888398 	0.000          	        0       0			
 292          	117.8830677 	0.000          	        0       0			
 293          	118.0324415 	0.000          	        0       0			
 294          	118.3699719 	0.000          	        0       0			
 295          	118.4778382 	0.000          	        0       0			
 296          	118.7857198 	0.000          	        0       0			
 297          	118.8193455 	0.000          	        0       0			
 298          	118.89115   	0.000          	        0       0			
 299          	118.9240364 	0.000          	        0       0			
 300          	119.1196595 	0.000          	        0       0			
 301          	119.2059277 	0.000          	        0       0			
 302          	119.367945  	0.000          	        0       0			
 303          	119.4405643 	0.000          	        0       0			
 304          	119.4642227 	0.000          	        0       0			
 305          	119.5132357 	0.000          	        0       0			
 306          	119.5817586 	0.000          	        0       0			
 307          	119.7601742 	0.000          	        0       0			
 308          	119.7656943 	0.000          	        0       0			
 309          	119.800211  	0.000          	        0       0			
 310          	119.9160326 	0.000          	        0       0			
 311          	119.9184093 	0.000          	        0       0			
 312          	119.9112414 	0.000          	        0       0			
 313          	119.9114853 	0.000          	        0       0			
 314          	120.2935157 	0.000          	        0       0			
 315          	120.5650339 	0.000          	        0       0			
 316          	120.6530668 	0.000          	        0       0			
 317          	120.6892151 	0.000          	        0       0			
 318          	120.7126273 	0.000          	        0       0			
 319          	120.7378352 	0.000          	        0       0			
 320          	120.8757599 	0.000          	        0       0			
 321          	120.9250069 	0.000          	        0       0			
 322          	121.0023657 	0.000          	        0       0			
 323          	120.9667215 	0.000          	        0       0			
 324          	121.1517606 	0.000          	        0       0			
 325          	121.1616513 	0.000          	        0       0			
 326          	121.2040479 	0.000          	        0       0			
 327          	121.308577  	0.000          	        0       0			
 328          	121.3156022 	0.000          	        0       0			
 329          	121.3471951 	0.000          	        0       0			
 330          	121.3840179 	0.000          	        0       0			
 331          	121.4333841 	0.000          	        0       0			
 332          	121.5496229 	0.000          	        0       0			
 333          	121.5806807 	0.000          	        0       0			
 334          	121.5129211 	0.000          	        0       0			
 335          	121.6033439 	0.000          	        0       0			
 336          	121.6444784 	0.000          	        0       0			
 337          	121.7067189 	0.000          	        0       0			
 338          	121.7658797 	0.000          	        0       0			
 339          	121.8088702 	0.000          	        0       0			
 340          	121.9439845 	0.000          	        0       0			
 341          	121.9674185 	0.000          	        0       0			
 342          	121.9342748 	0.000          	        0       0			
 343          	121.983182  	0.000          	        0       0			
 344          	122.0843115 	0.000          	        0       0			
 345          	122.1900197 	0.000          	        0       0			
 346          	122.0888367 	0.000          	        0       0			
 347          	122.0968994 	0.000          	        0       0			
 348          	122.2481665 	0.000          	        0       0			
 349          	122.1723537 	0.000          	        0       0			
 350          	122.2524539 	0.000          	        0       0			
 351          	122.2936847 	0.000          	        0       0			
 352          	122.3243355 	0.000          	        0       0			
 353          	122.2541894 	0.000          	        0       0			
 354          	122.3555171 	0.000          	        0       0			
 355          	122.469187  	0.000          	        0       0			
 356          	122.6242869 	0.000          	        0       0			
 357          	122.6450771 	0.000          	        0       0			
 358          	122.6676984 	0.000          	        0       0			
 359          	122.7068471 	0.000          	        0       0			
 360          	122.7980655 	0.000          	        0       0			
 361          	122.9370791 	0.000          	        0       0			
 362          	122.936979  	0.000          	        0       0			
 363          	123.0483189 	0.000          	        0       0			
 364          	122.9924597 	0.000          	        0       0			
 365          	123.1460251 	0.000          	        0       0			
 366          	123.1845821 	0.000          	        0       0			
 367          	123.1905671 	0.000          	        0       0			
 368          	123.2271092 	0.000          	        0       0			
 369          	123.2759956 	0.000          	        0       0			
 370          	123.2973626 	0.000          	        0       0			
 371          	123.3283097 	0.000          	        0       0			
 372           	104.844953  	0.000          	        0       0			
 373          	123.3812269 	0.000          	        0       0			
 374          	123.484822  	0.000          	        0       0			
 375          	123.5553142 	0.000          	        0       0			
 376          	123.8797135 	0.000          	        0       0			
 377          	124.1329879 	0.000          	        0       0			
 378          	124.3548394 	0.000          	        0       0			
 379            112.4339095 	0.001744038559 	        0       0			
 380             169.56         0.0000                  0.0     0          			
 381             169.4          0.0000                  0.0     0       ;					

set Source:= 380 381;

param: arcs:           	        L            	vmax:=
227          	226          	3.153219758 	0           	
313          	312          	6.901723779 	0           	
369          	366          	377.9491524 	0           	
199          	196          	415.9255293 	0           	
368          	371          	418.4695656 	0           	
268          	262          	537.0739695 	0           	
170          	169          	538.8714716 	0           	
325          	328          	638.2421    	0           	
310          	307          	862.8703964 	0           	
234          	227          	875.1639825 	0           	
338          	341          	903.9139406 	0           	
206          	204          	1016.154092 	0           	
346          	339          	1153.108197 	0           	
257          	259          	1162.309543 	0           	
340          	336          	1233.966121 	0           	
249          	251          	1242.774299 	0           	
251          	249          	1242.774553 	0           	
231          	236          	1310.769976 	0           	
293          	294          	1392.123484 	0           	
245          	246          	1492.403164 	0           	
190          	195          	1574.186801 	0           	
371          	369          	1596.739357 	0           	
308          	302          	1640.47     	0           	
351          	340          	2006.087164 	0           	
352          	350          	2059.34073  	0           	
360          	353          	2244.959478 	0           	
374          	376          	2360.323074 	0           	
290          	286          	2540.60484  	0           	
181          	176          	2835.332098 	0           	
345          	361          	3079.776299 	0           	
186          	184          	3114.498839 	0           	
362          	347          	3458.379361 	0           	
344          	364          	3743.601719 	0           	
372           	156          	5554.4      	0           	
346          	347          	230.68      	0           	
347          	353          	4649.18     	0           	
370          	373          	2451.74     	0           	
364          	362          	1627.3      	0           	
344          	346          	1493.52     	0           	
362          	360          	4074.48     	0           	
353          	349          	2091.85     	0           	
334          	349          	2716.37     	0           	
334          	339          	6660.65     	0           	
366          	364          	5567.54     	0           	
342          	339          	7977.58     	0           	
342          	367          	5180.63     	0           	
367          	366          	448.89      	0           	
325          	323          	5939.73     	0           	
308          	323          	6130.92     	0           	
323          	320          	2771.71     	0           	
320          	342          	4357.43     	0           	
302          	319          	12903.85    	0           	
289          	291          	8016.43     	0           	
292          	293          	4359.77     	0           	
302          	294          	4336.75     	0           	
287          	289          	3274.63     	0           	
291          	278          	5144.68     	0           	
278          	267          	5882.42     	0           	
260          	267          	2877.62     	0           	
279          	284          	2658.51     	0           	
284          	292          	5700.01     	0           	
286          	288          	809.3       	0           	
288          	279          	6177.44     	0           	
306          	312          	1389.53     	0           	
294          	295          	3239.62     	0           	
295          	306          	4661.29     	0           	
312          	308          	5473.67     	0           	
316          	321          	8462.97     	0           	
310          	311          	118.9       	0           	
311          	305          	2286.51     	0           	
305          	309          	1184.74     	0           	
309          	299          	4276.64     	0           	
305          	304          	202.3       	0           	
304          	290          	8216.93     	0           	
299          	306          	5769.16     	0           	
299          	288          	7483.41     	0           	
286          	277          	7204.1      	0           	
277          	92             	810.63      	0           	
92             	279          	917.56      	0           	
92             	276          	987.89      	0           	
277          	100             	1541.01     	0
100             	276          	942.36      	0       
100             	269          	2918.32     	0       
264          	263          	2467.95     	0           	
273          	283          	3423.66     	0           	
283          	285          	2397.99     	0           	
272          	274          	2913        	0           	
274          	280          	2471.4      	0           	
268          	272          	3114.64     	0           	
282          	280          	3171.18     	0           	
297          	301          	1597.98     	0           	
298          	297          	2461.09     	0           	
314          	301          	5731.11     	0           	
314          	318          	1726.85     	0           	
327          	332          	1721.03     	0           	
335          	337          	476.51      	0           	
318          	322          	2061.3      	0           	
329          	322          	1924.19     	0           	
318          	327          	3366.15     	0           	
337          	329          	3325.56     	0           	
336          	332          	2753.48     	0           	
335          	340          	3007.21     	0           	
356          	341          	4633.82     	0           	
331          	330          	268.56      	0           	
330          	326          	1211.61     	0           	
326          	350          	4504.96     	0           	
352          	358          	1411.09     	0           	
359          	358          	1196.51     	0           	
359          	365          	1809.84     	0           	
365          	363          	3234.95     	0           	
363          	376          	3767.68     	0           	
375          	377          	3346.75     	0           	
378          	377          	2109.11     	0           	
355          	357          	1677.36     	0           	
354          	351          	1981.36     	0           	
361          	354          	7083.42     	0           	
345          	324          	12443.56    	0           	
333          	324          	1774.63     	0           	
317          	315          	3640.71     	0           	
303          	317          	5144.98     	0           	
303          	300          	2020.62     	0           	
271          	275          	3589.75     	0           	
275          	282          	5482.46     	0           	
222          	238          	3362.41     	0           	
238          	237          	1002.24     	0           	
222          	221          	2903.74     	0           	
259          	111             	1196.27     	0      
111             	263          	7292.46     	0      
266          	265          	3223.16     	0           	
265          	262          	1258.36     	0           	
254          	242          	4413.28     	0           	
239          	242          	571.59      	0           	
242          	240          	3226.05     	0           	
240          	243          	606.66      	0           	
243          	252          	2615.38     	0           	
252          	250          	1649.86     	0           	
250          	258          	2440.19     	0           	
236          	256          	6678.9      	0           	
256          	258          	2369.85     	0           	
240          	223          	3264.92     	0           	
231          	1             	1483.66     	0           	
1             	220          	2848.28     	0           	
231          	226          	2995.6      	0           	
210          	220          	3649.83     	0           	
210          	211          	2894.45     	0           	
211          	218          	3112.71     	0           	
218          	214          	982.47      	0           	
214          	215          	3086.5      	0           	
215          	223          	4662.12     	0           	
239          	230          	2665.12     	0           	
241          	239          	3201.64     	0           	
241          	235          	2348.52     	0           	
235          	228          	874.59      	0           	
228          	224          	857.79      	0           	
224          	230          	2943.29     	0           	
241          	255          	4004.15     	0           	
219          	224          	2004.46     	0           	
217          	219          	3379.87     	0           	
237          	235          	6083.97     	0           	
213          	221          	3154.1      	0           	
213          	208          	3624.59     	0           	
208          	207          	2412.66     	0           	
207          	217          	4356.56     	0           	
196          	212          	6993.48     	0           	
198          	207          	8005        	0           	
183          	198          	4873.1      	0           	
182          	183          	662.33      	0           	
177          	182          	1723.91     	0           	
178          	183          	3868.87     	0           	
225          	222          	4847.43     	0           	
212          	215          	2357.96     	0           	
215          	194          	10780.97    	0           	
192          	194          	2005.92     	0           	
176          	178          	3213.94     	0           	
177          	175          	2710.35     	0           	
170          	175          	3749.69     	0           	
169          	156          	6144.79     	0           	
175          	173          	3638.85     	0           	
173          	176          	1946.82     	0           	
171          	167          	1695.35     	0           	
167          	173          	5112.71     	0           	
160          	158          	5046.54     	0           	
192          	191          	3190.38     	0           	
191          	187          	2472.07     	0           	
187          	180          	3186.52     	0           	
180          	171          	5657.96     	0           	
163          	167          	3170.26     	0           	
166          	171          	3622.49     	0           	
165          	166          	2907.19     	0           	
158          	163          	2492.81     	0           	
163          	161          	2971.05     	0           	
161          	159          	1359.23     	0           	
157          	122             	718.4       	0    
122             	164          	4788.93     	0    
164          	168          	1924.36     	0            
168          	162          	5436.01     	0            
122             	162          	1465.33     	0    
159          	157          	1115.34     	0           	
187          	185          	6490.45     	0           	
185          	190          	2494.21     	0           	
190          	188          	4067.17     	0           	
188          	179          	5202.13     	0           	
179          	174          	3176.49     	0           	
168          	174          	4294.08     	0           	
211          	205          	4748.5      	0           	
205          	202          	3347.86     	0           	
202          	195          	4853.2      	0           	
195          	203          	2238.88     	0           	
202          	209          	7746.51     	0           	
209          	216          	2477.98     	0           	
216          	229          	2933.4      	0           	
229          	232          	516.21      	0           	
232          	234          	3357.8      	0           	
232          	244          	3212.97     	0           	
244          	246          	2955.66     	0           	
245          	251          	1976.47     	0           	
233          	248          	4960.16     	0           	
248          	261          	7040.64     	0           	
253          	257          	2537.32     	0           	
244          	253          	3226.33     	0           	
261          	267          	824.56      	0           	
261          	107             	2215.17     	0    
107             	260          	772.08      	0    
260          	151           	6596.92     	0            
247          	107             	6455.19     	0    
247          	151           	577.25      	0            
204          	193          	3746.24     	0            
193          	201          	2281.8      	0            
201          	197          	2226.74     	0            
189          	197          	1931.56     	0            
184          	193          	3185.26     	0            
200          	197          	5723.31     	0            
174          	186          	7322.71     	0            
186          	189          	1573.15     	0            
168          	172          	4108.4      	0            
351          	355          	832.49      	0            
357          	356          	611.24      	0            
374          	375          	401.01      	0            
337          	338          	258.4       	0            
329          	330          	157.83      	0            
321          	325          	968.98      	0            
139             	370          	3380.25     	0    
370          	61            	4647.34     	0            
61            	362          	844.93      	0            
369          	373          	448.94      	0            
87            	270          	349.61      	0            
87            	269          	2750.89     	0            
87            	83            	2989.11     	0            
259          	83            	2937.83     	0            
83            	249          	4708.64     	0            
372           	46             	7368.22     	0            
122             	45             	1           	0    
165          	20             	1           	0            
167          	29             	1           	0            
177          	43             	1           	0            
80           	28              	3961.04     	0    
208          	49              	1           	0    
217          	13             	1           	0            
219          	12             	1           	0            
88            	271          	2954.63     	0            
281          	89            	1365.63     	0            
89            	91            	4722.89     	0            
282          	90            	1763.65     	0            
90            	52             	1           	0            
118            	27             	5502.84     	0            
93            	34             	1           	0            
296          	93            	1433.54     	0            
93            	300          	1167.26     	0            
94            	301          	3098.71     	0            
300          	94            	5744.8      	0            
318          	38             	1           	0            
336          	96            	770.82      	0            
96            	333          	3559.84     	0            
317          	95            	1488.82     	0            
95            	324          	3424.54     	0            
345          	33             	1           	0            
351          	60         	1850.8      	0            
377          	32             	1           	0            
359          	56              	1           	0    
341          	97            	1635.88     	0            
97            	348          	1531.01     	0            
338          	99            	1973.09     	0            
99            	331          	1594.13     	0            
331          	98            	1955.13     	0            
98            	348          	1920.83     	0            
98            	51             	1           	0            
321          	18             	4187.05     	0            
321          	101            	2375.89     	0            
101            	312          	2873.5      	0            
104            	291          	3542.99     	0            
102            	278          	2279.4      	0            
151           	30             	2738.83     	0            
257          	54             	1           	0            
83            	48             	3546.24     	0            
188          	24             	1           	0            
193          	47             	1           	0            
200          	105            	2662.05     	0            
105            	203          	3128.67     	0            
172          	15             	1           	0            
220          	59              	3005.07     	0    
205          	19             	1           	0            
240          	50             	1           	0            
4              	25             	2562.35     	0            
273          	40             	1           	0            
77           	35             	2833.83     	0            
139             	14             	1           	0    
139             	11             	1           	0    
353          	23             	1           	0            
344          	6              	1           	0            
347          	22             	1           	0            
3              	326          	380.9       	0            
3              	322          	553.33      	0            
254          	53             	1           	0            
366          	57              	1           	0    
112            	271          	3880.43     	0            
88            	113            	2666.45     	0            
237          	113            	4925.76     	0            
114            	112            	5047.54     	0            
114            	113            	4702.95     	0            
114            	225          	8830.19     	0            
112            	116            	4664.7      	0            
116            	281          	1461.44     	0            
116            	115            	1651.62     	0            
115            	91            	3297.85     	0            
91            	119            	1622.18     	0            
119            	117            	2203.58     	0            
117            	118            	1272.4      	0            
118            	296          	3533.17     	0            
118            	298          	941.1       	0            
298          	121            	1647.47     	0            
121            	120            	545.49      	0            
120            	119            	3101.05     	0            
121            	123            	2439.41     	0            
123            	297          	1701.58     	0            
123            	90            	6126.46     	0            
118            	124            	1209.42     	0            
124            	94            	493.38      	0            
125            	314          	1318.05     	0            
125            	315          	1689.59     	0            
125            	126            	2954.02     	0            
126            	94            	2120.62     	0            
125            	318          	1644.33     	0            
128            	3              	1699.36     	0            
127            	129            	1017.24     	0            
129            	128            	2076.9      	0            
129            	316          	693.82      	0            
127            	311          	1674.84     	0            
285          	133            	1745.32     	0            
133            	381             	57.44       	0    
132            	131            	1557.92     	0            
130            	131            	4633.99     	0            
134            	307          	166.98      	0            
134            	130            	3350.28     	0            
133            	135            	213.87      	0            
135            	132            	1756.18     	0            
135            	136            	2292.92     	0            
136            	285          	1393.45     	0            
136            	137            	3389.52     	0            
